mag,inj,fat,loss,slat,slon,elat,elon,len,wid,TMAX,TMIN,PRCP,SNOW,tornado_occurrence,AWND,WSFI,WSFM,WSFG,WDFG,WSF1,WSF2,WSF5,WDF1,WDF2,WDF5,WDFI,WDFM,WT03,WT11,ACMH,hour,minute,year,month,day,day_of_week,is_weekend,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,part_of_day_Night,part_of_day_Morning,part_of_day_Afternoon,part_of_day_Evening
2.0,0.0,0.0,1074179.2994791768,29.85,-97.52,29.9,-97.42,6.9,50.0,19.4,11.2,0.0,0.0,1.0,4.7,6.7,7.2,11.8,10.0,9.8,9.4,11.2,39.99999999999999,-20.0,-20.0,7.016709298534877e-15,-45.00000000000001,1.0,0.0,40.0,3,45,1965,4,15,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.0,0.0,0.0,50.0,32.45,-100.72,0.0,0.0,0.1,30.0,23.7,15.1,0.0,0.0,1.0,7.1,9.3,7.6,10.3,90.0,8.9,9.4,11.2,60.00000000000001,-20.0,-20.0,68.0,45.00000000000001,1.0,1.0,20.0,10,40,1984,4,7,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2.0,5.0,0.0,500000.0,32.35,-95.2,32.42,-95.2,4.6,100.0,38.3,22.8,0.0,0.0,1.0,4.7,9.3,7.6,8.2,315.0,8.0,9.4,11.2,70.0,-20.0,-20.0,23.0,7.016709298534877e-15,1.0,1.0,60.0,21,0,1950,2,11,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,0.0,0.0,500.0,31.65,-96.28,0.0,0.0,0.1,10.0,24.8,7.4,0.0,0.0,1.0,5.3,9.3,10.3,8.7,90.0,4.5,9.4,11.2,59.99999999999999,21.680599954800236,25.234677808613057,68.0,-45.00000000000001,1.0,1.0,100.0,7,15,1993,4,14,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.0,0.0,0.0,50000.0,32.47,-98.68,0.0,0.0,2.0,20.0,17.1,10.4,0.0,0.0,1.0,4.7,9.4,12.5,10.3,90.0,11.2,9.4,11.2,-40.00000000000002,-20.0,-20.0,-68.0,45.00000000000001,1.0,0.0,80.0,15,0,1971,6,15,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1.0,0.0,0.0,497355.08714371553,32.57,-99.87,0.0,0.0,1.0,100.0,22.3,15.0,29.6,0.0,1.0,5.5,9.3,6.3,11.3,90.0,6.3,9.4,11.2,30.0,-20.0,-20.0,68.0,45.00000000000001,1.0,1.0,90.0,11,53,1989,5,16,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.0,8.0,0.0,500000.0,29.92,-99.05,0.0,0.0,1.0,100.0,23.8,13.8,0.0,0.0,1.0,4.7,14.8,11.6,12.9,135.0,14.3,9.4,11.2,-30.00000000000003,-20.0,-20.0,90.0,44.99999999999999,1.0,1.0,50.0,2,32,1976,3,30,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,0.0,0.0,100000.0,33.2148,-94.1655,33.225,-94.1325,2.03,200.0,21.6,16.4,0.0,0.0,1.0,3.1,4.1,7.6,12.1,270.0,8.0,6.7,9.8,40.000000000000014,20.0,20.0,68.0,-45.00000000000001,1.0,1.0,60.0,22,29,2022,3,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2.0,1.0,0.0,50000.0,33.22,-96.22,0.0,0.0,1.0,100.0,19.7,8.5,0.0,0.0,1.0,4.7,15.2,4.9,8.2,45.0,8.9,9.4,11.2,-1.4033418597069754e-14,-20.0,-20.0,-22.00000000000002,44.99999999999999,1.0,0.0,40.0,15,30,1974,6,7,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,98179.65297336066,36.4234,-100.416,36.3944,-100.415,2.0,50.0,12.7,5.5,5.0,0.0,1.0,1.5,9.6,7.6,8.0,270.0,8.0,9.4,8.5,40.000000000000014,-69.99999999999997,-80.00000000000003,68.0,-45.00000000000001,1.0,1.0,60.0,17,57,2014,6,22,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,98179.65297336066,32.96,-99.51,32.96,-99.51,0.01,30.0,15.9,6.4,0.0,0.0,1.0,1.6,7.6,7.6,13.0,270.0,8.0,8.9,10.3,40.000000000000014,70.0,20.0,68.0,-45.00000000000001,1.0,1.0,60.0,16,46,2019,5,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,98179.65297336066,33.88,-99.1,0.0,0.0,0.5,30.0,25.4,9.7,0.0,0.0,1.0,7.3,9.3,8.0,7.2,90.0,6.7,9.4,11.2,79.99999999999999,-20.0,-20.0,68.0,-45.00000000000001,1.0,1.0,30.0,15,50,1985,4,13,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,98179.65297336066,30.12,-95.62,0.0,0.0,0.1,20.0,12.1,2.2,1.8,0.0,1.0,4.7,8.5,7.6,7.2,45.0,8.0,9.4,11.2,-80.00000000000003,-20.0,-20.0,22.00000000000001,44.99999999999999,1.0,0.0,50.0,13,50,1972,7,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1.0,0.0,0.0,500000.0,29.47,-95.62,0.0,0.0,1.0,200.0,19.6,9.1,1.6,0.0,1.0,9.3,9.3,7.6,13.4,90.0,8.9,9.4,11.2,-30.00000000000003,-20.0,-20.0,68.0,-45.00000000000001,1.0,1.0,100.0,14,45,1992,11,21,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.0,0.0,0.0,2000.0,28.1961,-97.0014,28.2013,-96.9838,1.13,50.0,19.4,10.0,0.2,0.0,1.0,2.1,6.3,7.6,13.0,45.0,8.0,13.4,14.8,40.000000000000014,-90.0,-90.0,68.0,-45.00000000000001,1.0,1.0,60.0,22,17,2012,5,10,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2.0,5.0,0.0,6546878.804806304,32.692,-97.1472,32.7204,-97.0684,5.05,150.0,41.6,12.5,0.0,0.0,1.0,3.4,6.2,7.6,0.0,270.0,8.0,8.1,13.0,40.000000000000014,-1.4033418597069754e-14,-1.4033418597069754e-14,68.0,-45.00000000000001,1.0,1.0,60.0,20,51,2020,11,24,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.0,0.0,0.0,98179.65297336066,36.4,-101.52,0.0,0.0,0.5,30.0,14.1,12.5,22.6,0.0,1.0,4.7,6.3,6.7,12.3,90.0,7.6,9.4,11.2,-1.4033418597069754e-14,-20.0,-20.0,68.0,90.0,1.0,0.0,40.0,16,30,1977,8,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3.0,0.0,0.0,300000.0,34.1688,-100.512,34.2615,-100.329,12.25,975.0,23.5,15.0,0.0,0.0,1.0,1.3,9.7,7.6,10.8,90.0,8.0,13.4,20.6,40.000000000000014,-10.000000000000057,-30.00000000000003,68.0,-45.00000000000001,1.0,1.0,60.0,18,46,2010,4,22,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1.0,0.0,0.0,50000.0,29.58,-98.32,0.0,0.0,0.1,10.0,26.9,15.1,0.0,0.0,1.0,4.7,12.5,7.6,13.9,45.0,8.0,9.4,11.2,60.00000000000001,-20.0,-20.0,68.0,44.99999999999999,1.0,0.0,90.0,17,30,1972,3,15,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,98179.65297336066,33.55,-101.2,33.55,-101.2,0.01,10.0,23.0,6.6,0.0,0.0,1.0,2.5,6.3,7.6,9.8,270.0,8.0,11.2,16.5,40.000000000000014,-69.99999999999997,-30.00000000000003,68.0,-45.00000000000001,1.0,1.0,60.0,13,42,2020,7,22,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2.0,0.0,0.0,1074179.2994791768,36.03,-101.82,0.0,0.0,0.1,10.0,18.3,12.9,24.1,0.0,1.0,4.7,8.9,7.2,8.7,45.0,7.6,9.4,11.2,40.000000000000014,-20.0,-20.0,-22.00000000000002,90.0,1.0,0.0,80.0,17,0,1971,6,9,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2.0,0.0,0.0,500000.0,29.75,-95.0,0.0,0.0,2.5,200.0,21.9,10.0,0.0,0.0,1.0,4.7,9.3,7.6,6.7,340.0,8.0,9.4,11.2,70.0,-20.0,-20.0,23.0,7.016709298534877e-15,1.0,0.0,60.0,3,5,1964,3,19,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,0.0,0.0,1000000.0,32.61,-96.86,32.62,-96.83,2.01,40.0,22.1,18.5,3.6,0.0,1.0,4.0,4.1,7.6,10.8,90.0,8.0,11.6,13.4,40.000000000000014,-10.000000000000057,-1.4033418597069754e-14,68.0,-45.00000000000001,1.0,1.0,60.0,3,0,2008,4,10,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2.0,0.0,0.0,15000.0,32.0391,-101.5283,32.0094,-101.4896,3.05,200.0,17.6,5.5,25.6,0.0,1.0,3.5,10.1,7.6,41.0,2.0,8.0,11.6,15.7,40.000000000000014,-49.99999999999999,-39.99999999999999,68.0,-45.00000000000001,1.0,1.0,60.0,18,55,2016,5,22,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.0,0.0,0.0,50000.0,32.57,-97.6,0.0,0.0,2.0,73.0,21.3,8.9,0.0,0.0,1.0,4.7,9.3,16.5,10.3,90.0,9.8,9.4,11.2,59.99999999999999,-20.0,-20.0,68.0,-1.4033418597069754e-14,1.0,0.0,50.0,17,22,1981,11,8,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1.0,1.0,0.0,323826.93290945585,31.85,-99.95,0.0,0.0,0.1,10.0,17.2,2.1,0.0,0.0,1.0,4.7,9.3,7.6,5.7,113.0,8.0,9.4,11.2,70.0,-20.0,-20.0,23.0,7.016709298534877e-15,1.0,1.0,60.0,14,50,1954,4,29,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,98179.65297336066,28.88,-95.95,0.0,0.0,0.1,10.0,20.1,9.6,0.5,0.0,1.0,4.7,12.1,12.1,13.4,90.0,3.6,9.4,11.2,-30.00000000000003,-20.0,-20.0,7.016709298534877e-15,90.0,1.0,0.0,40.0,10,30,1969,4,11,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.0,0.0,0.0,98179.65297336066,32.18,-98.97,32.18,-98.97,0.1,20.0,17.2,13.2,31.0,0.0,1.0,6.7,9.3,7.6,6.2,90.0,5.8,7.2,9.4,40.000000000000014,30.0,30.0,68.0,-45.00000000000001,1.0,1.0,20.0,18,8,1996,5,30,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.0,0.0,0.0,98179.65297336066,31.78,-99.38,0.0,0.0,2.0,33.0,19.4,9.6,0.0,0.0,1.0,4.7,9.3,7.6,13.9,130.0,8.0,9.4,11.2,70.0,-20.0,-20.0,23.0,7.016709298534877e-15,1.0,1.0,60.0,15,46,1964,4,23,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1.0,0.0,0.0,50000.0,32.43,-97.82,0.0,0.0,0.8,10.0,11.1,4.4,2.5,0.0,1.0,4.7,8.0,4.5,11.8,90.0,11.2,9.4,11.2,-40.00000000000002,-20.0,-20.0,-44.99999999999999,90.0,1.0,0.0,80.0,17,50,1972,8,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1.0,0.0,0.0,500000.0,34.87,-100.4,35.03,-100.28,13.3,500.0,22.5,8.8,0.0,0.0,1.0,4.7,15.6,9.4,11.3,90.0,8.9,9.4,11.2,50.0,-20.0,-20.0,23.0,44.99999999999999,1.0,0.0,60.0,3,10,1979,3,18,6,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2.0,0.0,0.0,500000.0,34.18,-102.12,0.0,0.0,1.0,20.0,16.3,6.8,0.0,0.0,1.0,4.7,9.3,7.6,7.2,225.0,8.0,9.4,11.2,70.0,-20.0,-20.0,23.0,7.016709298534877e-15,1.0,1.0,60.0,0,15,1951,7,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.015190648312040873,0.0,0.0,98179.65297336066,31.0061,-96.7239,31.0061,-96.7239,0.1,25.0,27.3,7.5,0.0,0.0,1.0,3.5,22.3,7.6,0.0,90.0,8.0,14.8,19.7,40.000000000000014,-80.00000000000003,-69.99999999999997,68.0,-45.00000000000001,1.0,1.0,60.0,14,38,2019,4,6,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,98179.65297336066,32.42,-99.87,0.0,0.0,0.8,27.0,16.2,4.3,0.0,0.0,1.0,4.7,9.3,7.6,10.3,360.0,8.0,9.4,11.2,70.0,-20.0,-20.0,23.0,7.016709298534877e-15,1.0,1.0,60.0,19,0,1962,7,14,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1.0,0.0,0.0,5000.0,30.1,-93.73,0.0,0.0,2.5,100.0,30.7,10.1,0.0,0.0,1.0,4.7,9.3,7.6,4.6,360.0,8.0,9.4,11.2,70.0,-20.0,-20.0,23.0,7.016709298534877e-15,1.0,1.0,60.0,14,25,1957,4,30,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1.0,0.0,0.0,5000.0,33.6,-100.85,0.0,0.0,0.5,30.0,20.7,11.3,8.0,0.0,1.0,4.7,8.0,13.9,13.4,45.0,9.8,9.4,11.2,60.00000000000001,-20.0,-20.0,7.016709298534877e-15,90.0,1.0,0.0,60.0,1,36,1976,4,17,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.0,0.0,0.0,10000.0,34.95,-100.9,34.95,-100.9,0.2,30.0,12.8,7.6,4.0,0.0,1.0,4.8,4.1,7.6,9.4,160.0,8.0,10.3,12.5,40.000000000000014,-70.00000000000003,-70.00000000000003,68.0,-45.00000000000001,1.0,1.0,38.0,19,30,2005,6,9,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.0,0.0,0.0,98179.65297336066,34.47,-102.41,34.47,-102.42,0.2,30.0,20.1,6.9,0.0,0.0,1.0,5.5,3.3,7.6,10.8,90.0,8.0,10.7,18.3,40.000000000000014,-40.00000000000002,-90.0,68.0,-45.00000000000001,1.0,1.0,60.0,18,55,2007,6,2,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3.0,0.0,0.0,14010418.716999806,27.23,-97.73,0.0,0.0,1.0,100.0,16.7,6.9,0.0,0.0,1.0,4.7,6.3,8.5,11.8,320.0,11.6,9.4,11.2,59.99999999999999,-20.0,-20.0,7.016709298534877e-15,45.00000000000001,1.0,0.0,40.0,22,0,1965,6,5,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1.0,0.0,0.0,497355.08714371553,32.1,-96.72,32.1,-96.72,0.5,50.0,15.9,10.2,1.4,0.0,1.0,6.5,9.3,7.6,8.2,300.0,8.0,13.0,16.1,40.000000000000014,90.0,79.99999999999999,68.0,-45.00000000000001,1.0,1.0,75.0,14,5,1997,5,27,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,98179.65297336066,29.37,-100.38,0.0,0.0,2.5,17.0,18.1,6.0,0.0,0.0,1.0,4.7,9.3,7.6,17.0,350.0,8.0,9.4,11.2,70.0,-20.0,-20.0,23.0,7.016709298534877e-15,1.0,0.0,60.0,19,25,1964,5,29,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.0,0.0,0.0,50000.0,30.15,-94.17,0.0,0.0,0.3,27.0,35.6,24.2,0.0,0.0,1.0,4.7,9.4,4.0,14.9,90.0,7.6,9.4,11.2,-39.99999999999999,-20.0,-20.0,7.016709298534877e-15,90.0,1.0,0.0,60.0,13,0,1973,11,27,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.0,0.0,0.0,50.0,35.38,-101.37,0.0,0.0,0.1,10.0,16.2,11.6,5.0,0.0,1.0,4.1,9.3,4.0,8.7,90.0,10.3,9.4,11.2,30.0,-20.0,-20.0,68.0,-45.00000000000001,1.0,1.0,30.0,19,59,1982,5,18,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.0,0.0,0.0,98179.65297336066,32.34,-100.4,0.0,0.0,0.1,50.0,16.3,6.4,3.4,0.0,1.0,1.7,3.4,7.6,10.8,90.0,8.0,12.5,17.0,40.000000000000014,-30.00000000000003,-30.00000000000001,68.0,-45.00000000000001,1.0,1.0,60.0,16,53,2008,5,14,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,98179.65297336066,31.13,-105.25,31.13,-105.25,0.19,100.0,15.0,5.8,0.6,0.0,1.0,5.2,4.2,7.6,10.8,90.0,8.0,6.7,11.6,40.000000000000014,40.000000000000014,-90.0,68.0,-45.00000000000001,1.0,1.0,60.0,14,5,2007,6,20,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,500.0,30.78,-103.0,0.0,0.0,0.1,17.0,25.8,14.2,0.0,0.0,1.0,4.7,13.9,8.5,18.5,90.0,5.4,9.4,11.2,79.99999999999999,-20.0,-20.0,44.99999999999999,7.016709298534877e-15,1.0,0.0,70.0,14,0,1967,2,9,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,98179.65297336066,32.58,-96.65,0.0,0.0,0.1,10.0,18.8,11.9,1.0,0.0,1.0,4.7,13.9,12.5,15.9,90.0,8.9,9.4,11.2,-20.0,-20.0,-20.0,44.99999999999999,90.0,1.0,1.0,30.0,15,24,1969,5,8,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,98179.65297336066,30.05,-94.98,0.0,0.0,0.2,10.0,30.6,4.9,0.0,0.0,1.0,4.7,8.0,10.3,13.9,45.0,8.0,9.4,11.2,90.0,-20.0,-20.0,-45.00000000000001,44.99999999999999,1.0,0.0,70.0,20,20,1972,3,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0038205128205128203,0.0,0.0,98179.65297336066,32.79,-100.33,32.7912,-100.3298,0.08,40.0,25.0,4.5,0.0,0.0,1.0,3.3,9.3,7.6,8.5,315.0,8.0,8.1,15.7,40.000000000000014,39.99999999999999,30.0,68.0,-45.00000000000001,1.0,1.0,60.0,18,17,2019,4,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.0,0.0,0.0,98179.65297336066,33.67,-97.53,33.67,-97.53,0.1,23.0,16.0,10.4,29.2,0.0,1.0,7.6,9.3,7.6,10.3,200.0,8.0,8.9,10.3,40.000000000000014,79.99999999999999,79.99999999999999,68.0,-45.00000000000001,1.0,1.0,13.0,19,34,1997,5,25,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3.0,4.0,0.0,2401020.1096126093,32.22,-95.67,0.0,0.0,0.1,10.0,23.3,11.1,0.0,0.0,1.0,4.7,9.3,7.6,20.6,270.0,8.0,9.4,11.2,70.0,-20.0,-20.0,23.0,7.016709298534877e-15,1.0,1.0,60.0,15,0,1954,5,2,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,10000.0,30.32,-94.35,30.33,-94.33,1.0,10.0,25.0,1.5,0.0,0.0,1.0,3.5,9.4,7.6,10.8,90.0,8.0,8.0,10.7,40.000000000000014,-40.00000000000002,20.00000000000001,68.0,-45.00000000000001,1.0,1.0,60.0,9,55,2006,4,29,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.0,0.0,0.0,98179.65297336066,34.23,-101.02,0.0,0.0,0.1,10.0,16.4,8.2,0.0,0.0,1.0,7.4,9.3,7.2,10.3,45.0,5.4,6.3,8.0,-10.000000000000009,20.00000000000001,20.00000000000001,68.0,7.016709298534877e-15,1.0,1.0,10.0,18,42,1995,7,2,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1.0,0.0,0.0,500000.0,26.08,-97.68,0.0,0.0,0.1,13.0,21.5,12.6,0.0,0.0,1.0,4.7,9.8,6.7,10.8,135.0,11.2,9.4,11.2,7.016709298534877e-15,-20.0,-20.0,-45.00000000000001,45.00000000000001,1.0,0.0,30.0,14,15,1977,4,21,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1.0,0.0,0.0,497355.08714371553,33.58,-96.18,0.0,0.0,0.1,10.0,25.0,13.9,0.0,0.0,1.0,4.7,9.8,8.5,10.8,90.0,9.4,9.4,11.2,-40.00000000000002,-20.0,-20.0,7.016709298534877e-15,90.0,1.0,0.0,40.0,1,30,1976,4,20,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3.0,0.0,0.0,500000.0,35.07,-100.25,35.23,-100.02,15.0,450.0,18.9,15.3,13.0,0.0,1.0,9.4,9.3,4.9,10.3,45.0,7.6,9.4,11.2,7.016709298534877e-15,-20.0,-20.0,68.0,45.00000000000001,1.0,1.0,80.0,20,17,1991,5,15,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.0,0.0,0.0,98179.65297336066,35.007,-101.3,35.01,-101.294,0.4,50.0,35.8,13.4,0.0,0.0,1.0,6.8,12.8,7.6,0.0,0.0,8.0,17.9,20.6,40.000000000000014,-59.99999999999999,-50.000000000000014,68.0,-45.00000000000001,1.0,1.0,60.0,17,44,2015,11,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.0,0.0,0.0,50000.0,33.17,-94.97,0.0,0.0,0.2,17.0,18.3,11.7,2.0,0.0,1.0,4.7,9.3,7.6,12.9,113.0,8.0,9.4,11.2,70.0,-20.0,-20.0,23.0,7.016709298534877e-15,1.0,1.0,60.0,6,45,1960,5,20,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.0,0.0,0.0,5000.0,31.6,-94.67,0.0,0.0,0.1,10.0,15.3,4.0,4.6,0.0,1.0,4.7,12.1,7.6,9.3,135.0,11.2,9.4,11.2,50.0,-20.0,-20.0,43.59898946599694,45.00000000000001,1.0,0.0,90.0,13,0,1978,9,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.0,0.0,0.0,98179.65297336066,31.72,-96.22,31.72,-96.22,0.1,20.0,18.3,13.0,0.0,0.0,1.0,7.3,9.3,10.3,11.8,90.0,6.7,11.6,14.8,-70.00000000000003,10.0,10.0,68.0,-45.00000000000001,1.0,1.0,60.0,19,10,1996,4,28,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3.0,4.0,0.0,2401020.1096126093,31.62,-95.58,0.0,0.0,2.0,500.0,19.0,12.0,0.8,0.0,1.0,4.7,9.3,9.4,12.9,90.0,8.0,9.4,11.2,7.016709298534877e-15,-20.0,-20.0,7.016709298534877e-15,90.0,1.0,0.0,90.0,8,50,1974,10,31,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0.0,0.0,0.0,50.0,32.53,-97.9,0.0,0.0,0.5,10.0,20.6,4.4,0.0,0.0,1.0,4.7,9.3,7.6,8.7,90.0,8.0,9.4,11.2,70.0,-20.0,-20.0,23.0,7.016709298534877e-15,1.0,1.0,60.0,14,0,1957,5,25,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,98179.65297336066,29.67,-94.9,29.67,-94.9,0.1,25.0,21.5,14.3,3.6,0.0,1.0,3.9,6.7,7.6,7.6,150.0,8.0,14.3,13.4,40.000000000000014,-79.99999999999999,-69.99999999999997,68.0,-45.00000000000001,1.0,1.0,0.0,16,50,2003,11,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2.0,0.0,0.0,1074179.2994791768,32.48,-94.08,0.0,0.0,0.2,10.0,21.2,7.0,0.0,0.0,1.0,5.7,9.3,4.9,9.3,90.0,7.2,9.4,11.2,50.0,-20.0,-20.0,68.0,45.00000000000001,1.0,1.0,80.0,18,5,1990,5,30,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.0,0.0,0.0,50.0,30.98,-97.33,0.0,0.0,1.0,50.0,23.8,2.6,0.0,0.0,1.0,4.7,9.3,7.6,8.2,248.0,8.0,9.4,11.2,70.0,-20.0,-20.0,23.0,7.016709298534877e-15,1.0,1.0,60.0,6,10,1958,8,3,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.0,0.0,0.0,75000.0,29.6015,-95.1286,29.6081,-95.1267,0.76,30.0,29.2,13.1,1.2,0.0,1.0,3.4,20.1,7.6,0.0,0.0,8.0,17.9,20.6,40.000000000000014,-20.0,-90.0,68.0,-45.00000000000001,1.0,1.0,60.0,4,22,2015,10,31,5,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1.0,0.0,0.0,750000.0,32.9106,-97.1416,32.9144,-97.1349,0.47,100.0,33.5,14.6,0.0,0.0,1.0,6.4,13.8,7.6,10.8,90.0,8.0,10.7,13.0,40.000000000000014,-30.00000000000003,-30.00000000000003,68.0,-45.00000000000001,1.0,1.0,60.0,21,15,2009,2,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.0,0.0,0.0,5000.0,32.97,-94.2,0.0,0.0,0.3,100.0,22.3,11.4,2.3,0.0,1.0,4.7,7.2,11.2,12.9,90.0,11.2,9.4,11.2,-40.00000000000002,-20.0,-20.0,22.00000000000001,90.0,1.0,0.0,10.0,8,10,1970,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,0.0,0.0,98179.65297336066,31.32,-95.5,0.0,0.0,0.1,10.0,24.2,13.0,0.0,0.0,1.0,4.7,11.2,9.4,11.3,135.0,14.3,9.4,11.2,40.000000000000014,-20.0,-20.0,22.00000000000001,44.99999999999999,1.0,1.0,40.0,20,5,1978,5,12,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.0,0.0,0.0,400000.0,32.578,-95.497,32.664,-95.43,7.11,300.0,33.5,14.6,0.0,0.0,1.0,4.6,5.6,7.6,10.8,90.0,8.0,6.3,8.1,40.000000000000014,-49.99999999999999,30.0,68.0,-45.00000000000001,1.0,1.0,60.0,23,16,2009,2,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,0.0,0.0,98179.65297336066,31.65,-96.45,0.0,0.0,0.5,13.0,18.3,5.2,0.0,0.0,1.0,4.7,9.3,7.6,11.3,360.0,8.0,9.4,11.2,70.0,-20.0,-20.0,23.0,7.016709298534877e-15,1.0,1.0,60.0,15,20,1963,8,13,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1.0,0.0,0.0,30000.0,30.2755,-93.9484,30.2945,-93.885,4.0,250.0,32.0,11.0,0.0,0.0,1.0,1.6,21.9,7.6,32.0,29.0,8.0,7.2,4.0,40.000000000000014,-50.000000000000014,30.0,68.0,-45.00000000000001,1.0,1.0,60.0,1,37,2017,12,20,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
